,session_ID,Garage_ID,User_ID,User_type,Shared_ID,Start_plugin,Start_plugin_hour,End_plugout,End_plugout_hour,El_kWh,Duration_hours,month_plugin,weekdays_plugin,Plugin_category,Duration_category,end_soc,start_soc,start_day_idx,end_day_idx,delta_t,delta_soc_rounded
156,157,UT9,Share-12,Shared,Shared-12,2019-02-14 17:40:00,17,2019-02-14 21:29:00,21.0,21.42,3.816666666666667,Feb,Thursday,late afternoon (15-18),Between 3 and 6 hours,1,0.735,106,128,22,0.26
157,158,Bl2,Bl2-2,Private,,2019-02-14 19:17:00,19,2019-02-15 09:32:00,9.0,13.8,14.25,Feb,Thursday,early evening (18-21),Between 12 and 15 hours,1,0.829,115,201,86,0.18
160,161,Bl2,Bl2-6,Private,,2019-02-15 15:03:00,15,2019-02-16 10:28:00,10.0,10.21,19.416666666666668,Feb,Friday,late afternoon (15-18),More than 18 hours,1,0.874,90,206,116,0.12
162,163,Bl2,Bl2-1,Private,,2019-02-15 15:54:00,15,2019-02-16 13:19:00,13.0,10.16,21.416666666666668,Feb,Friday,late afternoon (15-18),More than 18 hours,1,0.874,95,223,128,0.12
163,164,Bl2,Bl2-5,Private,,2019-02-15 16:56:00,16,2019-02-16 11:52:00,11.0,8.45,18.933333333333334,Feb,Friday,late afternoon (15-18),More than 18 hours,1,0.895,101,215,114,0.1
164,165,AdO3,AdO3-2,Private,,2019-02-15 17:36:00,17,2019-02-16 13:42:00,13.0,7.45,20.1,Feb,Friday,late afternoon (15-18),More than 18 hours,1,0.908,105,226,121,0.1
165,166,AdO1,AdO1-1,Private,,2019-02-15 19:04:00,19,2019-02-16 06:31:00,6.0,20.58,11.45,Feb,Friday,early evening (18-21),Between 9 and 12 hours,1,0.745,114,183,69,0.26
166,167,Bl2,Bl2-4,Private,,2019-02-15 19:28:00,19,2019-02-16 14:37:00,14.0,14.29,19.15,Feb,Friday,early evening (18-21),More than 18 hours,1,0.823,116,231,115,0.18
167,168,UT9,Share-12,Shared,Shared-12,2019-02-15 19:31:00,19,2019-02-15 22:40:00,22.0,17.66,3.15,Feb,Friday,early evening (18-21),Between 3 and 6 hours,1,0.782,117,136,19,0.22
168,169,Bl2,Share-8,Shared,Shared-6,2019-02-15 23:43:00,23,2019-02-16 08:15:00,8.0,16.96,8.533333333333333,Feb,Friday,late evening (21-midnight),Between 6 and 9  hours,1,0.79,142,193,51,0.2
170,171,AdO3,AdO3-2,Private,,2019-02-16 16:21:00,16,2019-02-16 23:08:00,23.0,11.87,6.783333333333333,Feb,Saturday,late afternoon (15-18),Between 6 and 9  hours,1,0.853,98,138,40,0.14
174,175,Bl2,Bl2-5,Private,,2019-02-16 22:57:00,22,2019-02-17 10:19:00,10.0,13.21,11.366666666666667,Feb,Saturday,late evening (21-midnight),Between 9 and 12 hours,1,0.837,137,205,68,0.16
175,176,AdO1,AdO1-1,Private,,2019-02-16 23:47:00,23,2019-02-17 12:34:00,12.0,16.92,12.783333333333333,Feb,Saturday,late evening (21-midnight),Between 12 and 15 hours,1,0.791,142,219,77,0.2
176,177,AdO3,AdO3-2,Private,,2019-02-17 01:11:00,1,2019-02-17 15:51:00,15.0,15.03,14.666666666666666,Feb,Sunday,early night (midnight-3),Between 12 and 15 hours,1,0.814,7,95,88,0.18
177,178,Bl2,Bl2-5,Private,,2019-02-17 13:41:00,13,2019-02-17 15:53:00,15.0,3.94,2.2,Feb,Sunday,early afternoon (12-15),Less than 3 hours,1,0.951,82,95,13,0.04
178,179,AsO2,Share-4,Shared,Shared-5,2019-02-17 13:53:00,13,2019-02-17 16:56:00,16.0,6.91,3.05,Feb,Sunday,early afternoon (12-15),Between 3 and 6 hours,1,0.915,83,101,18,0.08
179,180,Bl2,Bl2-2,Private,,2019-02-17 14:15:00,14,2019-02-17 16:04:00,16.0,6.55,1.8166666666666667,Feb,Sunday,early afternoon (12-15),Less than 3 hours,1,0.919,85,96,11,0.08
180,181,Bl2,Bl2-1,Private,,2019-02-17 14:19:00,14,2019-02-18 08:57:00,8.0,7.93,18.633333333333333,Feb,Sunday,early afternoon (12-15),More than 18 hours,1,0.902,85,197,112,0.1
181,182,AdO1,AdO1-2,Private,,2019-02-17 14:27:00,14,2019-02-17 21:05:00,21.0,7.88,6.633333333333334,Feb,Sunday,early afternoon (12-15),Between 6 and 9  hours,1,0.903,86,126,40,0.1
182,183,AdO1,AdO1-1,Private,,2019-02-17 15:19:00,15,2019-02-17 21:31:00,21.0,8.46,6.2,Feb,Sunday,late afternoon (15-18),Between 6 and 9  hours,1,0.895,91,129,38,0.1
183,184,UT9,Share-6,Shared,Shared-12,2019-02-17 17:34:00,17,2019-02-17 20:00:00,20.0,14.27,2.433333333333333,Feb,Sunday,late afternoon (15-18),Less than 3 hours,1,0.824,105,120,15,0.18
184,185,Bl2,Bl2-2,Private,,2019-02-17 19:12:00,19,2019-02-17 21:28:00,21.0,8.15,2.2666666666666666,Feb,Sunday,early evening (18-21),Less than 3 hours,1,0.899,115,128,13,0.1
186,187,Bl2,Bl2-2,Private,,2019-02-17 22:17:00,22,2019-02-18 08:50:00,8.0,11.43,10.55,Feb,Sunday,late evening (21-midnight),Between 9 and 12 hours,1,0.859,133,197,64,0.14
187,188,Bl2,Bl2-5,Private,,2019-02-17 22:58:00,22,2019-02-18 07:45:00,7.0,11.3,8.783333333333333,Feb,Sunday,late evening (21-midnight),Between 6 and 9  hours,1,0.86,137,190,53,0.14
188,189,UT9,Share-14,Shared,Shared-12,2019-02-18 10:20:00,10,2019-02-18 13:31:00,13.0,11.79,3.183333333333333,Feb,Monday,late morning (9-12),Between 3 and 6 hours,1,0.854,62,81,19,0.14
189,190,Bl2,Bl2-5,Private,,2019-02-18 16:27:00,16,2019-02-19 07:54:00,7.0,8.95,15.45,Feb,Monday,late afternoon (15-18),Between 15 and 18 hours,1,0.889,98,191,93,0.12
190,191,UT9,Share-12,Shared,Shared-12,2019-02-18 17:47:00,17,2019-02-18 22:34:00,22.0,26.81,4.783333333333333,Feb,Monday,late afternoon (15-18),Between 3 and 6 hours,1,0.668,106,135,29,0.34
191,192,Bl2,Bl2-6,Private,,2019-02-18 20:26:00,20,2019-02-19 07:57:00,7.0,13.21,11.516666666666667,Feb,Monday,early evening (18-21),Between 9 and 12 hours,1,0.837,122,191,69,0.16
192,193,AdO3,AdO3-3,Private,,2019-02-18 23:32:00,23,2019-02-19 14:58:00,14.0,15.7,15.433333333333334,Feb,Monday,late evening (21-midnight),Between 15 and 18 hours,1,0.806,141,233,92,0.2
193,194,Bl2,Bl2-1,Private,,2019-02-19 07:45:00,7,2019-02-19 09:01:00,9.0,4.52,1.2666666666666666,Feb,Tuesday,early morning (6-9),Less than 3 hours,1,0.944,46,54,8,0.06
194,195,Bl2,Bl2-1,Private,,2019-02-19 15:07:00,15,2019-02-19 17:40:00,17.0,9.15,2.55,Feb,Tuesday,late afternoon (15-18),Less than 3 hours,1,0.887,90,106,16,0.12
195,196,Bl2,Bl2-5,Private,,2019-02-19 16:21:00,16,2019-02-19 18:44:00,18.0,8.32,2.3833333333333333,Feb,Tuesday,late afternoon (15-18),Less than 3 hours,1,0.897,98,112,14,0.1
196,197,AsO2,AsO2-1,Private,,2019-02-19 16:51:00,16,2019-02-20 08:01:00,8.0,15.13,15.166666666666666,Feb,Tuesday,late afternoon (15-18),Between 15 and 18 hours,1,0.813,101,192,91,0.18
197,198,Bl2,Bl2-1,Private,,2019-02-19 18:15:00,18,2019-02-19 21:51:00,21.0,8.23,3.6,Feb,Tuesday,early evening (18-21),Between 3 and 6 hours,1,0.898,109,131,22,0.1
198,199,AdO1,AdO1-2,Private,,2019-02-19 18:49:00,18,2019-02-20 12:21:00,12.0,11.69,17.533333333333335,Feb,Tuesday,early evening (18-21),Between 15 and 18 hours,1,0.855,112,218,106,0.14
199,200,AdO3,AdO3-2,Private,,2019-02-19 19:40:00,19,2019-02-20 12:29:00,12.0,16.43,16.816666666666666,Feb,Tuesday,early evening (18-21),Between 15 and 18 hours,1,0.797,118,218,100,0.2
200,201,Bl2,Bl2-4,Private,,2019-02-19 20:06:00,20,2019-02-20 10:32:00,10.0,16.52,14.433333333333334,Feb,Tuesday,early evening (18-21),Between 12 and 15 hours,1,0.796,120,207,87,0.2
201,202,Bl2,Bl2-5,Private,,2019-02-19 21:01:00,21,2019-02-20 07:16:00,7.0,4.55,10.25,Feb,Tuesday,late evening (21-midnight),Between 9 and 12 hours,1,0.944,126,187,61,0.06
202,203,AdO1,AdO1-1,Private,,2019-02-19 21:48:00,21,2019-02-20 06:29:00,6.0,17.56,8.683333333333334,Feb,Tuesday,late evening (21-midnight),Between 6 and 9  hours,1,0.783,130,182,52,0.22
203,204,Bl2,Bl2-1,Private,,2019-02-19 21:51:00,21,2019-02-20 09:36:00,9.0,0.96,11.75,Feb,Tuesday,late evening (21-midnight),Between 9 and 12 hours,1,0.988,131,201,70,0.02
204,205,Bl2,Bl2-1,Private,,2019-02-20 11:54:00,11,2019-02-20 15:14:00,15.0,11.97,3.3333333333333335,Feb,Wednesday,late morning (9-12),Between 3 and 6 hours,1,0.852,71,91,20,0.14
205,206,UT9,Share-14,Shared,Shared-12,2019-02-20 15:22:00,15,2019-02-20 20:28:00,20.0,16.14,5.1,Feb,Wednesday,late afternoon (15-18),Between 3 and 6 hours,1,0.8,92,122,30,0.2
207,208,Bl2,Bl2-5,Private,,2019-02-20 17:26:00,17,2019-02-20 20:21:00,20.0,9.96,2.9166666666666665,Feb,Wednesday,late afternoon (15-18),Less than 3 hours,1,0.877,104,122,18,0.12
208,209,Bl2,Bl2-1,Private,,2019-02-20 18:42:00,18,2019-02-20 21:02:00,21.0,7.04,2.3333333333333335,Feb,Wednesday,early evening (18-21),Less than 3 hours,1,0.913,112,126,14,0.08
209,210,Bl2,Bl2-5,Private,,2019-02-20 20:49:00,20,2019-02-21 02:52:00,2.0,4.05,6.05,Feb,Wednesday,early evening (18-21),Between 6 and 9  hours,1,0.95,124,161,37,0.06
210,211,Bl2,Bl2-6,Private,,2019-02-21 10:58:00,10,2019-02-21 17:22:00,17.0,6.99,6.4,Feb,Thursday,late morning (9-12),Between 6 and 9  hours,1,0.914,65,104,39,0.08
211,212,Bl2,Bl2-2,Private,,2019-02-21 13:07:00,13,2019-02-22 12:22:00,12.0,9.51,23.25,Feb,Thursday,early afternoon (12-15),More than 18 hours,1,0.882,78,218,140,0.12
212,213,AdO1,AdO1-2,Private,,2019-02-21 16:44:00,16,2019-02-22 10:20:00,10.0,4.9,17.6,Feb,Thursday,late afternoon (15-18),Between 15 and 18 hours,1,0.939,100,206,106,0.06
213,214,Bl2,Bl2-1,Private,,2019-02-21 18:27:00,18,2019-02-22 12:22:00,12.0,11.78,17.916666666666668,Feb,Thursday,early evening (18-21),Between 15 and 18 hours,1,0.854,110,218,108,0.14
214,215,Bl2,Bl2-6,Private,,2019-02-21 19:44:00,19,2019-02-22 12:24:00,12.0,7.51,16.666666666666668,Feb,Thursday,early evening (18-21),Between 15 and 18 hours,1,0.907,118,218,100,0.1
216,217,AdO3,AdO3-2,Private,,2019-02-22 18:35:00,18,2019-02-22 19:43:00,19.0,4.22,1.1333333333333333,Feb,Friday,early evening (18-21),Less than 3 hours,1,0.948,111,118,7,0.06
217,218,Bl2,Bl2-2,Private,,2019-02-22 20:31:00,20,2019-02-23 08:11:00,8.0,20.12,11.666666666666666,Feb,Friday,early evening (18-21),Between 9 and 12 hours,1,0.751,123,193,70,0.24
218,219,Bl2,Bl2-1,Private,,2019-02-22 21:10:00,21,2019-02-23 09:14:00,9.0,7.47,12.066666666666666,Feb,Friday,late evening (21-midnight),Between 12 and 15 hours,1,0.908,127,199,72,0.1
220,221,AdO1,AdO1-2,Private,,2019-02-23 17:01:00,17,2019-02-24 16:34:00,16.0,7.41,23.55,Feb,Saturday,late afternoon (15-18),More than 18 hours,1,0.908,102,243,141,0.1
221,222,AdO1,AdO1-1,Private,,2019-02-23 17:25:00,17,2019-02-24 08:49:00,8.0,16.37,15.4,Feb,Saturday,late afternoon (15-18),Between 15 and 18 hours,1,0.798,104,196,92,0.2
223,224,Bl2,Bl2-1,Private,,2019-02-23 21:48:00,21,2019-02-24 13:50:00,13.0,10.28,16.033333333333335,Feb,Saturday,late evening (21-midnight),Between 15 and 18 hours,1,0.873,130,227,97,0.12
224,225,Bl2,Bl2-5,Private,,2019-02-24 18:18:00,18,2019-02-25 07:18:00,7.0,9.27,13.0,Feb,Sunday,early evening (18-21),Between 12 and 15 hours,1,0.885,109,187,78,0.12
225,226,UT9,Share-12,Shared,Shared-12,2019-02-24 19:21:00,19,2019-02-25 06:03:00,6.0,30.86,10.7,Feb,Sunday,early evening (18-21),Between 9 and 12 hours,1,0.618,116,180,64,0.38
226,227,Bl2,Bl2-2,Private,,2019-02-24 22:12:00,22,2019-02-25 07:02:00,7.0,0.36,8.833333333333334,Feb,Sunday,late evening (21-midnight),Between 6 and 9  hours,1,0.996,133,186,53,0.0
227,228,Bl2,Share-8,Shared,Shared-6,2019-02-25 00:49:00,0,2019-02-25 12:42:00,12.0,27.05,11.883333333333333,Feb,Monday,early night (midnight-3),Between 9 and 12 hours,1,0.665,4,76,72,0.34
228,229,Bl2,Bl2-2,Private,,2019-02-25 14:50:00,14,2019-02-25 17:57:00,17.0,11.23,3.1166666666666667,Feb,Monday,early afternoon (12-15),Between 3 and 6 hours,1,0.861,89,107,18,0.14
229,230,AsO2,AsO2-1,Private,,2019-02-25 16:27:00,16,2019-02-26 07:32:00,7.0,13.19,15.083333333333334,Feb,Monday,late afternoon (15-18),Between 15 and 18 hours,1,0.837,98,189,91,0.16
230,231,Bl2,Bl2-5,Private,,2019-02-25 17:44:00,17,2019-02-25 20:27:00,20.0,9.74,2.716666666666667,Feb,Monday,late afternoon (15-18),Less than 3 hours,1,0.88,106,122,16,0.12
231,232,Bl2,Bl2-1,Private,,2019-02-25 18:36:00,18,2019-02-26 10:13:00,10.0,9.45,15.616666666666667,Feb,Monday,early evening (18-21),Between 15 and 18 hours,1,0.883,111,205,94,0.12
233,234,AdO3,AdO3-3,Private,,2019-02-26 15:50:00,15,2019-02-27 07:21:00,7.0,17.71,15.516666666666667,Feb,Tuesday,late afternoon (15-18),Between 15 and 18 hours,1,0.781,95,188,93,0.22
235,236,AsO2,AsO2-1,Private,,2019-02-26 16:53:00,16,2019-02-27 07:07:00,7.0,12.84,14.233333333333333,Feb,Tuesday,late afternoon (15-18),Between 12 and 15 hours,1,0.841,101,186,85,0.16
236,237,Bl2,Bl2-5,Private,,2019-02-26 17:31:00,17,2019-02-26 19:05:00,19.0,5.54,1.5666666666666667,Feb,Tuesday,late afternoon (15-18),Less than 3 hours,1,0.931,105,114,9,0.06
237,238,Bl2,Bl2-1,Private,,2019-02-26 19:53:00,19,2019-02-27 08:28:00,8.0,8.74,12.583333333333334,Feb,Tuesday,early evening (18-21),Between 12 and 15 hours,1,0.892,119,194,75,0.1
238,239,Bl2,Bl2-4,Private,,2019-02-26 20:11:00,20,2019-02-27 09:56:00,9.0,18.03,13.75,Feb,Tuesday,early evening (18-21),Between 12 and 15 hours,1,0.777,121,203,82,0.22
239,240,Bl2,Bl2-5,Private,,2019-02-26 22:44:00,22,2019-02-27 06:50:00,6.0,6.22,8.1,Feb,Tuesday,late evening (21-midnight),Between 6 and 9  hours,1,0.923,136,185,49,0.08
240,241,UT9,Share-14,Shared,Shared-12,2019-02-26 23:30:00,23,2019-02-27 10:25:00,10.0,15.23,10.916666666666666,Feb,Tuesday,late evening (21-midnight),Between 9 and 12 hours,1,0.812,141,206,65,0.18
241,242,Bl2,Bl2-5,Private,,2019-02-27 07:36:00,7,2019-02-27 09:38:00,9.0,7.22,2.033333333333333,Feb,Wednesday,early morning (6-9),Less than 3 hours,1,0.911,45,57,12,0.08
242,243,Bl2,Bl2-5,Private,,2019-02-27 11:27:00,11,2019-02-27 16:50:00,16.0,6.0,5.383333333333334,Feb,Wednesday,late morning (9-12),Between 3 and 6 hours,1,0.926,68,101,33,0.08
243,244,AsO2,Share-6,Shared,Shared-5,2019-02-27 18:37:00,18,2019-02-27 21:00:00,21.0,12.89,2.3833333333333333,Feb,Wednesday,early evening (18-21),Less than 3 hours,1,0.841,111,126,15,0.16
244,245,AdO3,AdO3-3,Private,,2019-02-27 18:54:00,18,2019-02-28 06:42:00,6.0,8.25,11.8,Feb,Wednesday,early evening (18-21),Between 9 and 12 hours,1,0.898,113,184,71,0.1
245,246,AsO2,AsO2-1,Private,,2019-02-27 20:44:00,20,2019-02-28 07:21:00,7.0,12.99,10.616666666666667,Feb,Wednesday,early evening (18-21),Between 9 and 12 hours,1,0.839,124,188,64,0.16
246,247,Bl2,Bl2-1,Private,,2019-02-28 15:16:00,15,2019-02-28 17:10:00,17.0,6.82,1.9,Feb,Thursday,late afternoon (15-18),Less than 3 hours,1,0.916,91,103,12,0.08
247,248,AsO2,AsO2-1,Private,,2019-02-28 16:21:00,16,2019-03-01 07:19:00,7.0,13.74,14.966666666666667,Feb,Thursday,late afternoon (15-18),Between 12 and 15 hours,1,0.83,98,187,89,0.16
248,249,Bl2,Bl2-1,Shared,Shared-6,2019-02-28 16:47:00,16,2019-02-28 18:21:00,18.0,3.44,1.5666666666666667,Feb,Thursday,late afternoon (15-18),Less than 3 hours,1,0.957,100,110,10,0.04
249,250,UT9,Share-12,Shared,Shared-12,2019-02-28 17:10:00,17,2019-02-28 21:35:00,21.0,27.26,4.416666666666667,Feb,Thursday,late afternoon (15-18),Between 3 and 6 hours,1,0.663,103,129,26,0.34
250,251,AdO1,AdO1-2,Private,,2019-02-28 17:44:00,17,2019-03-01 10:01:00,10.0,5.61,16.283333333333335,Feb,Thursday,late afternoon (15-18),Between 15 and 18 hours,1,0.931,106,204,98,0.06
252,253,AdO1,AdO1-3,Private,,2019-02-28 19:02:00,19,2019-03-01 09:56:00,9.0,19.48,14.9,Feb,Thursday,early evening (18-21),Between 12 and 15 hours,1,0.759,114,203,89,0.24
253,254,Bl2,Bl2-1,Private,,2019-02-28 20:59:00,20,2019-03-01 06:55:00,6.0,17.22,9.933333333333334,Feb,Thursday,early evening (18-21),Between 9 and 12 hours,1,0.787,125,185,60,0.22
254,255,AdO1,AdO1-1,Private,,2019-02-28 21:47:00,21,2019-03-01 06:27:00,6.0,15.39,8.666666666666666,Feb,Thursday,late evening (21-midnight),Between 6 and 9  hours,1,0.81,130,182,52,0.2
256,257,AdO3,AdO3-2,Private,,2019-03-01 17:53:00,17,2019-03-01 22:16:00,22.0,8.06,4.383333333333334,Mar,Friday,late afternoon (15-18),Between 3 and 6 hours,1,0.9,107,133,26,0.1
258,259,AsO2,AsO2-1,Private,,2019-03-01 18:22:00,18,2019-03-02 11:00:00,11.0,15.87,16.633333333333333,Mar,Friday,early evening (18-21),Between 15 and 18 hours,1,0.804,110,210,100,0.2
260,261,Bl2,Bl2-5,Private,,2019-03-01 19:27:00,19,2019-03-01 21:50:00,21.0,8.53,2.3833333333333333,Mar,Friday,early evening (18-21),Less than 3 hours,1,0.895,116,131,15,0.1
261,262,Bl2,Bl2-4,Private,,2019-03-01 20:00:00,20,2019-03-02 15:56:00,15.0,20.35,19.933333333333334,Mar,Friday,early evening (18-21),More than 18 hours,1,0.748,120,239,119,0.26
262,263,Bl2,Bl2-1,Private,,2019-03-01 20:58:00,20,2019-03-02 08:26:00,8.0,11.5,11.466666666666667,Mar,Friday,early evening (18-21),Between 9 and 12 hours,1,0.858,125,194,69,0.14
263,264,AdO1,AdO1-1,Private,,2019-03-01 22:04:00,22,2019-03-02 06:38:00,6.0,17.91,8.566666666666666,Mar,Friday,late evening (21-midnight),Between 6 and 9  hours,1,0.779,132,183,51,0.22
264,265,UT9,Share-6,Shared,Shared-12,2019-03-01 22:23:00,22,2019-03-02 01:30:00,1.0,17.21,3.1166666666666667,Mar,Friday,late evening (21-midnight),Between 3 and 6 hours,1,0.787,134,153,19,0.22
265,266,Bl2,Bl2-5,Private,,2019-03-01 22:26:00,22,2019-03-02 14:22:00,14.0,6.28,15.933333333333334,Mar,Friday,late evening (21-midnight),Between 15 and 18 hours,1,0.922,134,230,96,0.08
267,268,AsO2,Share-4,Shared,Shared-5,2019-03-02 09:22:00,9,2019-03-02 16:24:00,16.0,6.96,7.033333333333333,Mar,Saturday,late morning (9-12),Between 6 and 9  hours,1,0.914,56,98,42,0.08
268,269,Bl2,Bl2-2,Private,,2019-03-02 10:18:00,10,2019-03-02 12:22:00,12.0,7.26,2.066666666666667,Mar,Saturday,late morning (9-12),Less than 3 hours,1,0.91,61,74,13,0.08
269,270,AdO3,AdO3-4,Private,,2019-03-02 13:38:00,13,2019-03-02 16:53:00,16.0,21.72,3.25,Mar,Saturday,early afternoon (12-15),Between 3 and 6 hours,1,0.731,81,101,20,0.26
270,271,AdO1,AdO1-1,Private,,2019-03-02 15:37:00,15,2019-03-02 18:43:00,18.0,11.22,3.1,Mar,Saturday,late afternoon (15-18),Between 3 and 6 hours,1,0.861,93,112,19,0.14
271,272,Bl2,Bl2-1,Private,,2019-03-02 17:25:00,17,2019-03-02 18:33:00,18.0,4.07,1.1333333333333333,Mar,Saturday,late afternoon (15-18),Less than 3 hours,1,0.95,104,111,7,0.06
272,273,AdO1,AdO1-2,Private,,2019-03-02 17:57:00,17,2019-03-03 14:46:00,14.0,5.97,20.816666666666666,Mar,Saturday,late afternoon (15-18),More than 18 hours,1,0.926,107,232,125,0.08
274,275,Bl2,Bl2-5,Private,,2019-03-02 19:26:00,19,2019-03-03 00:28:00,0.0,8.9,5.033333333333333,Mar,Saturday,early evening (18-21),Between 3 and 6 hours,1,0.89,116,146,30,0.12
275,276,Bl2,Bl2-1,Private,,2019-03-02 19:42:00,19,2019-03-03 09:01:00,9.0,12.48,13.316666666666666,Mar,Saturday,early evening (18-21),Between 12 and 15 hours,1,0.846,118,198,80,0.16
276,277,AdO1,AdO1-1,Private,,2019-03-02 21:25:00,21,2019-03-03 11:15:00,11.0,12.52,13.833333333333334,Mar,Saturday,late evening (21-midnight),Between 12 and 15 hours,1,0.845,128,211,83,0.16
277,278,AsO2,Share-4,Shared,Shared-5,2019-03-03 12:55:00,12,2019-03-03 16:37:00,16.0,6.65,3.7,Mar,Sunday,early afternoon (12-15),Between 3 and 6 hours,1,0.918,77,99,22,0.08
278,279,Bl2,Bl2-5,Private,,2019-03-03 13:17:00,13,2019-03-03 16:16:00,16.0,7.15,2.9833333333333334,Mar,Sunday,early afternoon (12-15),Less than 3 hours,1,0.912,79,97,18,0.08
279,280,Bl2,Bl2-2,Private,,2019-03-03 13:35:00,13,2019-03-03 15:15:00,15.0,6.05,1.6666666666666667,Mar,Sunday,early afternoon (12-15),Less than 3 hours,1,0.925,81,91,10,0.08
280,281,UT9,Share-12,Shared,Shared-12,2019-03-03 13:40:00,13,2019-03-04 06:08:00,6.0,31.93,16.466666666666665,Mar,Sunday,early afternoon (12-15),Between 15 and 18 hours,1,0.605,82,180,98,0.4
281,282,AdO3,AdO3-3,Private,,2019-03-03 14:27:00,14,2019-03-04 08:25:00,8.0,21.09,17.966666666666665,Mar,Sunday,early afternoon (12-15),Between 15 and 18 hours,1,0.739,86,194,108,0.26
282,283,AdO1,AdO1-1,Private,,2019-03-03 15:04:00,15,2019-03-04 09:34:00,9.0,12.62,18.5,Mar,Sunday,late afternoon (15-18),More than 18 hours,1,0.844,90,201,111,0.16
283,284,AdO1,AdO1-2,Private,,2019-03-03 18:45:00,18,2019-03-04 18:40:00,18.0,3.81,23.916666666666668,Mar,Sunday,early evening (18-21),More than 18 hours,1,0.953,112,256,144,0.04
284,285,Bl2,Bl2-5,Private,,2019-03-03 19:15:00,19,2019-03-03 20:28:00,20.0,4.35,1.2166666666666666,Mar,Sunday,early evening (18-21),Less than 3 hours,1,0.946,115,122,7,0.06
285,286,Bl2,Bl2-2,Private,,2019-03-03 21:33:00,21,2019-03-04 10:36:00,10.0,13.36,13.05,Mar,Sunday,late evening (21-midnight),Between 12 and 15 hours,1,0.835,129,207,78,0.16
286,287,Bl2,Share-8,Shared,Shared-6,2019-03-03 23:04:00,23,2019-03-04 08:19:00,8.0,15.42,9.25,Mar,Sunday,late evening (21-midnight),Between 9 and 12 hours,1,0.809,138,193,55,0.2
287,288,Bl2,Bl2-5,Private,,2019-03-03 23:29:00,23,2019-03-04 07:07:00,7.0,9.6,7.633333333333334,Mar,Sunday,late evening (21-midnight),Between 6 and 9  hours,1,0.881,140,186,46,0.12
288,289,AdO1,AdO1-3,Private,,2019-03-04 17:19:00,17,2019-03-05 07:23:00,7.0,19.97,14.066666666666666,Mar,Monday,late afternoon (15-18),Between 12 and 15 hours,1,0.753,103,188,85,0.24
289,290,AsO2,AsO2-1,Private,,2019-03-04 17:20:00,17,2019-03-05 07:12:00,7.0,12.27,13.866666666666667,Mar,Monday,late afternoon (15-18),Between 12 and 15 hours,1,0.848,104,187,83,0.16
291,292,Bl2,Bl2-1,Private,,2019-03-04 20:24:00,20,2019-03-05 05:46:00,5.0,11.26,9.366666666666667,Mar,Monday,early evening (18-21),Between 9 and 12 hours,1,0.861,122,178,56,0.14
293,294,Bl2,Bl2-5,Private,,2019-03-04 22:13:00,22,2019-03-05 07:03:00,7.0,8.02,8.833333333333334,Mar,Monday,late evening (21-midnight),Between 6 and 9  hours,1,0.901,133,186,53,0.1
294,295,AsO2,AsO2-1,Private,,2019-03-05 16:19:00,16,2019-03-06 07:19:00,7.0,14.05,15.0,Mar,Tuesday,late afternoon (15-18),Between 12 and 15 hours,1,0.826,97,187,90,0.18
295,296,AdO1,AdO1-3,Private,,2019-03-05 17:17:00,17,2019-03-06 07:21:00,7.0,19.15,14.066666666666666,Mar,Tuesday,late afternoon (15-18),Between 12 and 15 hours,1,0.763,103,188,85,0.24
296,297,AdO3,AdO3-2,Private,,2019-03-05 21:05:00,21,2019-03-06 13:06:00,13.0,13.9,16.016666666666666,Mar,Tuesday,late evening (21-midnight),Between 15 and 18 hours,1,0.828,126,222,96,0.18
297,298,AdO1,AdO1-2,Private,,2019-03-05 21:53:00,21,2019-03-06 09:57:00,9.0,13.33,12.066666666666666,Mar,Tuesday,late evening (21-midnight),Between 12 and 15 hours,1,0.835,131,203,72,0.16
298,299,AdO1,AdO1-1,Private,,2019-03-05 21:53:00,21,2019-03-06 06:32:00,6.0,21.28,8.65,Mar,Tuesday,late evening (21-midnight),Between 6 and 9  hours,1,0.737,131,183,52,0.26
299,300,Bl2,Share-8,Shared,Shared-6,2019-03-05 22:38:00,22,2019-03-06 11:04:00,11.0,13.04,12.433333333333334,Mar,Tuesday,late evening (21-midnight),Between 12 and 15 hours,1,0.839,135,210,75,0.16
303,304,Bl2,Bl2-1,Private,,2019-03-06 17:47:00,17,2019-03-07 11:44:00,11.0,11.61,17.95,Mar,Wednesday,late afternoon (15-18),Between 15 and 18 hours,1,0.856,106,214,108,0.14
306,307,AdO1,AdO1-2,Private,,2019-03-06 18:46:00,18,2019-03-07 09:59:00,9.0,3.97,15.216666666666667,Mar,Wednesday,early evening (18-21),Between 15 and 18 hours,1,0.951,112,203,91,0.04
307,308,Bl2,Bl2-5,Private,,2019-03-06 18:59:00,18,2019-03-06 20:22:00,20.0,4.94,1.3833333333333333,Mar,Wednesday,early evening (18-21),Less than 3 hours,1,0.939,113,122,9,0.06
308,309,UT9,Share-12,Shared,Shared-12,2019-03-06 19:19:00,19,2019-03-07 08:08:00,8.0,25.68,12.816666666666666,Mar,Wednesday,early evening (18-21),Between 12 and 15 hours,1,0.682,115,192,77,0.32
309,310,Bl2,Bl2-2,Private,,2019-03-06 20:00:00,20,2019-03-07 12:40:00,12.0,11.57,16.666666666666668,Mar,Wednesday,early evening (18-21),Between 15 and 18 hours,1,0.857,120,220,100,0.14
